Liga: Serie_A   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 245; BetsWin:77; BetsDraw: 189; CorrectResults: 84; CorrectDraws: 59; CorrectWins: 25; SUM: 14.87
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.6; BetsNumber: 248; BetsWin:44; BetsDraw: 217; CorrectResults: 83; CorrectDraws: 68; CorrectWins: 15; SUM: 24.64
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.65; BetsNumber: 213; BetsWin:35; BetsDraw: 189; CorrectResults: 72; CorrectDraws: 59; CorrectWins: 13; SUM: 22.26
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.65; BetsNumber: 221; BetsWin:35; BetsDraw: 197; CorrectResults: 75; CorrectDraws: 62; CorrectWins: 13; SUM: 23.66
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.65; BetsNumber: 224; BetsWin:35; BetsDraw: 200; CorrectResults: 77; CorrectDraws: 64; CorrectWins: 13; SUM: 28.08
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.65; BetsNumber: 232; BetsWin:35; BetsDraw: 208; CorrectResults: 78; CorrectDraws: 65; CorrectWins: 13; SUM: 25
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.65; BetsNumber: 241; BetsWin:35; BetsDraw: 217; CorrectResults: 81; CorrectDraws: 68; CorrectWins: 13; SUM: 26.83
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.7; BetsNumber: 209; BetsWin:29; BetsDraw: 189; CorrectResults: 70; CorrectDraws: 59; CorrectWins: 11; SUM: 22.24
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.7; BetsNumber: 217; BetsWin:29; BetsDraw: 197; CorrectResults: 73; CorrectDraws: 62; CorrectWins: 11; SUM: 23.64
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.7; BetsNumber: 220; BetsWin:29; BetsDraw: 200; CorrectResults: 75; CorrectDraws: 64; CorrectWins: 11; SUM: 28.06
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.7; BetsNumber: 228; BetsWin:29; BetsDraw: 208; CorrectResults: 76; CorrectDraws: 65; CorrectWins: 11; SUM: 24.98
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.7; BetsNumber: 237; BetsWin:29; BetsDraw: 217; CorrectResults: 79; CorrectDraws: 68; CorrectWins: 11; SUM: 26.81
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.75; BetsNumber: 207; BetsWin:27; BetsDraw: 189; CorrectResults: 70; CorrectDraws: 59; CorrectWins: 11; SUM: 24.24
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.75; BetsNumber: 215; BetsWin:27; BetsDraw: 197; CorrectResults: 73; CorrectDraws: 62; CorrectWins: 11; SUM: 25.64
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.75; BetsNumber: 218; BetsWin:27; BetsDraw: 200; CorrectResults: 75; CorrectDraws: 64; CorrectWins: 11; SUM: 30.06
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.75; BetsNumber: 226; BetsWin:27; BetsDraw: 208; CorrectResults: 76; CorrectDraws: 65; CorrectWins: 11; SUM: 26.98
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.75; BetsNumber: 235; BetsWin:27; BetsDraw: 217; CorrectResults: 79; CorrectDraws: 68; CorrectWins: 11; SUM: 28.81
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.8; BetsNumber: 202; BetsWin:21; BetsDraw: 189; CorrectResults: 69; CorrectDraws: 59; CorrectWins: 10; SUM: 26.12
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.8; BetsNumber: 210; BetsWin:21; BetsDraw: 197; CorrectResults: 72; CorrectDraws: 62; CorrectWins: 10; SUM: 27.52
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.8; BetsNumber: 213; BetsWin:21; BetsDraw: 200; CorrectResults: 74; CorrectDraws: 64; CorrectWins: 10; SUM: 31.94
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.8; BetsNumber: 221; BetsWin:21; BetsDraw: 208; CorrectResults: 75; CorrectDraws: 65; CorrectWins: 10; SUM: 28.86
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.8; BetsNumber: 230; BetsWin:21; BetsDraw: 217; CorrectResults: 78; CorrectDraws: 68; CorrectWins: 10; SUM: 30.69
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.85; BetsNumber: 201; BetsWin:20; BetsDraw: 189; CorrectResults: 69; CorrectDraws: 59; CorrectWins: 10; SUM: 27.12
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.85; BetsNumber: 209; BetsWin:20; BetsDraw: 197; CorrectResults: 72; CorrectDraws: 62; CorrectWins: 10; SUM: 28.52
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.85; BetsNumber: 212; BetsWin:20; BetsDraw: 200; CorrectResults: 74; CorrectDraws: 64; CorrectWins: 10; SUM: 32.94
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.85; BetsNumber: 220; BetsWin:20; BetsDraw: 208; CorrectResults: 75; CorrectDraws: 65; CorrectWins: 10; SUM: 29.86
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.85; BetsNumber: 229; BetsWin:20; BetsDraw: 217; CorrectResults: 78; CorrectDraws: 68; CorrectWins: 10; SUM: 31.69
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.9; BetsNumber: 200; BetsWin:19; BetsDraw: 189; CorrectResults: 69; CorrectDraws: 59; CorrectWins: 10; SUM: 28.12
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.9; BetsNumber: 208; BetsWin:19; BetsDraw: 197; CorrectResults: 72; CorrectDraws: 62; CorrectWins: 10; SUM: 29.52
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.9; BetsNumber: 211; BetsWin:19; BetsDraw: 200; CorrectResults: 74; CorrectDraws: 64; CorrectWins: 10; SUM: 33.94
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.9; BetsNumber: 219; BetsWin:19; BetsDraw: 208; CorrectResults: 75; CorrectDraws: 65; CorrectWins: 10; SUM: 30.86
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.9; BetsNumber: 228; BetsWin:19; BetsDraw: 217; CorrectResults: 78; CorrectDraws: 68; CorrectWins: 10; SUM: 32.69
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.95; BetsNumber: 195; BetsWin:9; BetsDraw: 189; CorrectResults: 64; CorrectDraws: 59; CorrectWins: 5; SUM: 21.56
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.95; BetsNumber: 203; BetsWin:9; BetsDraw: 197; CorrectResults: 67; CorrectDraws: 62; CorrectWins: 5; SUM: 22.96
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.95; BetsNumber: 206; BetsWin:9; BetsDraw: 200; CorrectResults: 69; CorrectDraws: 64; CorrectWins: 5; SUM: 27.38
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.95; BetsNumber: 214; BetsWin:9; BetsDraw: 208; CorrectResults: 70; CorrectDraws: 65; CorrectWins: 5; SUM: 24.3
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.95; BetsNumber: 223; BetsWin:9; BetsDraw: 217; CorrectResults: 73; CorrectDraws: 68; CorrectWins: 5; SUM: 26.13
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1; BetsNumber: 193; BetsWin:5; BetsDraw: 189; CorrectResults: 62; CorrectDraws: 59; CorrectWins: 3; SUM: 19.31
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1; BetsNumber: 201; BetsWin:5; BetsDraw: 197; CorrectResults: 65; CorrectDraws: 62; CorrectWins: 3; SUM: 20.71
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1; BetsNumber: 204; BetsWin:5; BetsDraw: 200; CorrectResults: 67; CorrectDraws: 64; CorrectWins: 3; SUM: 25.13
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1; BetsNumber: 212; BetsWin:5; BetsDraw: 208; CorrectResults: 68; CorrectDraws: 65; CorrectWins: 3; SUM: 22.05
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1; BetsNumber: 221; BetsWin:5; BetsDraw: 217; CorrectResults: 71; CorrectDraws: 68; CorrectWins: 3; SUM: 23.88
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.05; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.05; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.05; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.05; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.05; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.1; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.1; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.1; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.1; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.1; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.15; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.15; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.15; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.15; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.15; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.2; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.2; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.2; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.2; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.2; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.25; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.25; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.25; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.25; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.25; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.3; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.3; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.3; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.3; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.3; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.35; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.35; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.35; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.35; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.35; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.4; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.4; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.4; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.4; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.4; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.45; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.45; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.45; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.45; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.45; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.5; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.5; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.5; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.5; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.5; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.55; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.55; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.55; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.55; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.55; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 1.6; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 1.6; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 1.6; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 1.6; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 1.6; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 236; BetsWin:63; BetsDraw: 189; CorrectResults: 79; CorrectDraws: 59; CorrectWins: 20; SUM: 15.09
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.475; DiffWin: 0.5; BetsNumber: 244; BetsWin:63; BetsDraw: 197; CorrectResults: 82; CorrectDraws: 62; CorrectWins: 20; SUM: 16.49
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.5; DiffWin: 0.5; BetsNumber: 247; BetsWin:63; BetsDraw: 200; CorrectResults: 84; CorrectDraws: 64; CorrectWins: 20; SUM: 20.91
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.525; DiffWin: 0.5; BetsNumber: 255; BetsWin:63; BetsDraw: 208; CorrectResults: 85; CorrectDraws: 65; CorrectWins: 20; SUM: 17.83
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.55; DiffWin: 0.5; BetsNumber: 264; BetsWin:63; BetsDraw: 217; CorrectResults: 88; CorrectDraws: 68; CorrectWins: 20; SUM: 19.66
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.45; DiffWin: 0.55; BetsNumber: 228; BetsWin:53; BetsDraw: 189; CorrectResults: 76; CorrectDraws: 59; CorrectWins: 17; SUM: 15.89
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.475; DiffWin: 0.55; BetsNumber: 236; BetsWin:53; BetsDraw: 197; CorrectResults: 79; CorrectDraws: 62; CorrectWins: 17; SUM: 17.29
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.5; DiffWin: 0.55; BetsNumber: 239; BetsWin:53; BetsDraw: 200; CorrectResults: 81; CorrectDraws: 64; CorrectWins: 17; SUM: 21.71
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.525; DiffWin: 0.55; BetsNumber: 247; BetsWin:53; BetsDraw: 208; CorrectResults: 82; CorrectDraws: 65; CorrectWins: 17; SUM: 18.63
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.55; DiffWin: 0.55; BetsNumber: 256; BetsWin:53; BetsDraw: 217; CorrectResults: 85; CorrectDraws: 68; CorrectWins: 17; SUM: 20.46
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.45; DiffWin: 0.6; BetsNumber: 219; BetsWin:43; BetsDraw: 189; CorrectResults: 74; CorrectDraws: 59; CorrectWins: 15; SUM: 21.07
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.475; DiffWin: 0.6; BetsNumber: 227; BetsWin:43; BetsDraw: 197; CorrectResults: 77; CorrectDraws: 62; CorrectWins: 15; SUM: 22.47
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.5; DiffWin: 0.6; BetsNumber: 230; BetsWin:43; BetsDraw: 200; CorrectResults: 79; CorrectDraws: 64; CorrectWins: 15; SUM: 26.89
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.525; DiffWin: 0.6; BetsNumber: 238; BetsWin:43; BetsDraw: 208; CorrectResults: 80; CorrectDraws: 65; CorrectWins: 15; SUM: 23.81
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.55; DiffWin: 0.6; BetsNumber: 247; BetsWin:43; BetsDraw: 217; CorrectResults: 83; CorrectDraws: 68; CorrectWins: 15; SUM: 25.64
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.45; DiffWin: 0.65; BetsNumber: 212; BetsWin:34; BetsDraw: 189; CorrectResults: 72; CorrectDraws: 59; CorrectWins: 13; SUM: 23.26
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.475; DiffWin: 0.65; BetsNumber: 220; BetsWin:34; BetsDraw: 197; CorrectResults: 75; CorrectDraws: 62; CorrectWins: 13; SUM: 24.66
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.5; DiffWin: 0.65; BetsNumber: 223; BetsWin:34; BetsDraw: 200; CorrectResults: 77; CorrectDraws: 64; CorrectWins: 13; SUM: 29.08
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.525; DiffWin: 0.65; BetsNumber: 231; BetsWin:34; BetsDraw: 208; CorrectResults: 78; CorrectDraws: 65; CorrectWins: 13; SUM: 26
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.55; DiffWin: 0.65; BetsNumber: 240; BetsWin:34; BetsDraw: 217; CorrectResults: 81; CorrectDraws: 68; CorrectWins: 13; SUM: 27.83
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.45; DiffWin: 0.7; BetsNumber: 208; BetsWin:28; BetsDraw: 189; CorrectResults: 70; CorrectDraws: 59; CorrectWins: 11; SUM: 23.24
Liga: Serie_A   ; MinCof: 1.8; DiffDraw: 0.475; DiffWin: 0.7; BetsNumber: 216; BetsWin:28; BetsDraw: 197; CorrectResults: 73; CorrectDraws: 62; CorrectWins: 11; SUM: 24.64
